IPK,Penghasilan,Tanggungan,Prestasi,Semester,Status_Beasiswa
3.26,7611053,4,Tidak Ada,8,Tidak Layak
3.9,1674588,3,Ada,7,Layak
2.99,6239023,1,Tidak Ada,4,Tidak Layak
3.45,8347129,1,Ada,8,Layak
2.62,6268424,4,Ada,8,Layak
3.09,8849953,1,Tidak Ada,6,Tidak Layak
3.25,5293868,5,Tidak Ada,7,Layak
2.99,6157448,2,Tidak Ada,7,Tidak Layak
3.65,8408008,1,Ada,3,Layak
2.98,4262594,2,Ada,4,Layak
3.9,4977899,5,Ada,4,Layak
3.26,3586172,2,Tidak Ada,8,Layak
3.63,8822933,2,Tidak Ada,3,Tidak Layak
3.7,6312056,5,Ada,5,Layak
3.44,6349666,3,Tidak Ada,8,Tidak Layak
3.03,4273219,1,Tidak Ada,4,Tidak Layak
3.07,5761725,5,Tidak Ada,6,Tidak Layak
2.59,6752371,3,Ada,8,Layak
3.07,6457107,4,Ada,5,Layak
3.42,9189262,4,Tidak Ada,4,Tidak Layak
2.82,3626028,5,Ada,5,Layak
3.47,7603807,2,Tidak Ada,3,Tidak Layak
2.64,7217467,2,Ada,4,Tidak Layak
3.17,5163289,4,Ada,3,Layak
3.25,7685941,5,Tidak Ada,2,Tidak Layak
3.8,6366940,4,Ada,2,Layak
3.64,4550798,2,Ada,4,Layak
3.17,5035443,3,Ada,2,Layak
3.55,6350224,3,Tidak Ada,2,Tidak Layak
3.95,7879022,2,Ada,5,Layak
2.69,3585469,1,Ada,7,Layak
3.12,7562825,1,Tidak Ada,5,Tidak Layak
3.15,1927709,1,Tidak Ada,7,Layak
2.7,3250866,2,Tidak Ada,5,Tidak Layak
3.58,6347384,1,Tidak Ada,2,Tidak Layak
2.95,6734748,1,Tidak Ada,7,Tidak Layak
2.55,8330707,5,Ada,2,Tidak Layak
2.86,7288773,4,Tidak Ada,8,Tidak Layak
3.5,7601570,2,Ada,8,Layak
3.43,6627736,3,Ada,2,Layak
3.05,3495127,5,Ada,4,Layak
3.75,1978365,4,Ada,4,Layak
2.52,6622969,2,Ada,8,Tidak Layak
2.53,6951151,1,Ada,5,Tidak Layak
2.61,8191891,1,Tidak Ada,5,Tidak Layak
3.73,6809068,5,Ada,4,Layak
3.6,4371712,4,Ada,2,Layak
2.93,5066568,5,Tidak Ada,4,Tidak Layak
3.75,4566461,4,Tidak Ada,6,Layak
3.79,3202424,4,Ada,2,Layak
3.26,2367838,1,Ada,5,Layak
3.68,7100068,5,Ada,4,Layak
3.2,6306799,1,Tidak Ada,7,Tidak Layak
3.33,8511673,2,Ada,8,Layak
3.28,7137291,5,Tidak Ada,8,Tidak Layak
3.4,7426983,2,Tidak Ada,4,Tidak Layak
3.89,9086288,4,Ada,5,Layak
3.96,5454780,1,Tidak Ada,8,Layak
3.46,4852921,1,Ada,8,Layak
2.89,3959507,5,Tidak Ada,3,Tidak Layak
3.47,2718284,3,Ada,7,Layak
2.96,6188827,1,Tidak Ada,5,Tidak Layak
3.18,2365630,4,Tidak Ada,8,Layak
2.98,4472881,1,Tidak Ada,5,Tidak Layak
2.8,1800406,2,Tidak Ada,5,Layak
2.97,8669158,2,Ada,3,Tidak Layak
3.29,4469852,4,Tidak Ada,6,Layak
3.88,9189969,3,Ada,6,Layak
3.28,9375639,4,Tidak Ada,8,Tidak Layak
2.6,6510281,5,Tidak Ada,8,Tidak Layak
3.86,7459996,4,Tidak Ada,4,Tidak Layak
3.12,8054845,1,Tidak Ada,7,Tidak Layak
2.92,2736541,2,Ada,3,Layak
2.92,6536117,2,Ada,2,Layak
2.8,6159014,1,Ada,3,Layak
3.92,6806175,4,Tidak Ada,2,Layak
3.58,3973055,5,Ada,2,Layak
2.96,5698811,5,Tidak Ada,3,Tidak Layak
2.91,4570610,3,Tidak Ada,8,Tidak Layak
3.6,4835705,2,Tidak Ada,6,Layak
3.55,2291624,3,Ada,4,Layak
3.19,4495035,2,Tidak Ada,6,Tidak Layak
3.22,1984427,3,Ada,6,Layak
3.62,5583372,4,Tidak Ada,3,Layak
2.82,7691081,5,Ada,5,Layak
3.11,8773820,4,Tidak Ada,2,Tidak Layak
3.88,1511009,1,Ada,2,Layak
2.88,3491367,3,Ada,2,Layak
3.64,4208668,3,Ada,5,Layak
2.7,3785362,2,Ada,8,Layak
2.7,4536773,1,Ada,4,Layak
2.78,6273598,3,Ada,5,Layak
3.69,2316609,1,Ada,6,Layak
3.26,3155464,4,Ada,4,Layak
2.66,2378835,3,Ada,2,Layak
3.96,6588268,3,Tidak Ada,6,Layak
3.95,6980283,5,Ada,3,Layak
2.67,7869553,3,Tidak Ada,2,Tidak Layak
3.16,5404840,3,Ada,5,Layak
3.21,3944149,2,Ada,8,Layak
3.95,4433361,3,Ada,7,Layak
2.58,2421806,2,Ada,5,Layak
3.78,2693728,3,Tidak Ada,7,Layak
3.86,3004329,3,Tidak Ada,2,Layak
2.58,5418446,2,Tidak Ada,6,Tidak Layak
3.17,8203562,1,Tidak Ada,7,Tidak Layak
2.5,6669719,5,Ada,4,Layak
3.08,3577645,2,Ada,3,Layak
3.95,5600321,2,Tidak Ada,3,Layak
3.81,4398845,5,Tidak Ada,6,Layak
3.64,3841102,1,Tidak Ada,2,Layak
2.58,7751936,5,Ada,2,Tidak Layak
3.26,9715984,1,Ada,2,Tidak Layak
3.01,5483063,1,Ada,2,Layak
3.46,9004361,2,Ada,2,Layak
3.48,7496522,5,Tidak Ada,3,Tidak Layak
3.7,7991280,4,Tidak Ada,5,Tidak Layak
3.06,8042155,4,Tidak Ada,3,Tidak Layak
3.75,4488088,2,Tidak Ada,2,Layak
2.55,3401737,1,Tidak Ada,4,Tidak Layak
3.04,3802743,5,Tidak Ada,7,Layak
3.41,7210912,1,Tidak Ada,5,Tidak Layak
3.3,9606584,4,Ada,8,Layak
2.6,4265013,2,Ada,3,Layak
2.85,2362219,1,Ada,6,Layak
2.58,4705677,5,Tidak Ada,8,Tidak Layak
3.88,9626198,1,Ada,4,Layak
3.92,8999043,1,Ada,4,Layak
2.9,9341640,5,Ada,4,Tidak Layak
3.34,6774413,1,Ada,5,Layak
2.74,3818292,2,Ada,5,Layak
3.52,2794416,5,Tidak Ada,7,Layak
3.56,7378263,4,Ada,5,Layak
3.31,9849092,2,Ada,7,Tidak Layak
2.73,2251240,5,Ada,6,Layak
2.66,3460299,3,Tidak Ada,3,Tidak Layak
2.95,7113904,3,Tidak Ada,5,Tidak Layak
2.88,2715442,5,Tidak Ada,7,Layak
3.98,8549985,2,Tidak Ada,4,Tidak Layak
2.92,2951469,3,Ada,7,Layak
3.14,7626463,5,Tidak Ada,7,Tidak Layak
3.38,7512621,4,Ada,4,Layak
3.72,3658714,2,Tidak Ada,4,Layak
2.87,5725872,4,Ada,7,Layak
3.11,2918180,3,Tidak Ada,4,Layak
3.5,9737881,1,Ada,8,Tidak Layak
3.14,7410838,5,Tidak Ada,2,Tidak Layak
3.74,5282164,4,Tidak Ada,4,Layak
2.96,8276432,4,Tidak Ada,3,Tidak Layak
3.42,3714979,2,Tidak Ada,6,Layak
2.72,3737699,1,Tidak Ada,4,Tidak Layak
2.58,6457161,2,Ada,4,Tidak Layak
2.78,9972761,3,Tidak Ada,2,Tidak Layak
3.85,7666994,5,Ada,2,Layak
2.55,8652604,2,Tidak Ada,5,Tidak Layak
3.18,2468410,1,Tidak Ada,4,Layak
3.76,2540835,5,Ada,4,Layak
2.79,8452057,3,Tidak Ada,4,Tidak Layak
3.81,8628822,4,Ada,2,Layak
3.94,2249045,3,Tidak Ada,2,Layak
3.77,8305360,1,Ada,7,Layak
3.85,4601004,1,Tidak Ada,8,Layak
3.75,7933564,5,Tidak Ada,8,Tidak Layak
3.81,5928760,1,Ada,5,Layak
3.5,5995433,1,Ada,6,Layak
3.17,8057601,1,Tidak Ada,4,Tidak Layak
3.24,7096127,5,Ada,3,Layak
3.13,3561892,3,Ada,5,Layak
3.9,9985356,5,Ada,7,Layak
2.91,9185727,5,Ada,2,Tidak Layak
3.78,9714491,5,Tidak Ada,8,Tidak Layak
3.31,5203713,5,Ada,2,Layak
2.69,6079097,1,Tidak Ada,8,Tidak Layak
2.99,6742329,1,Ada,5,Layak
2.84,8636940,2,Ada,3,Tidak Layak
3.73,1878355,2,Tidak Ada,2,Layak
3.68,8777186,4,Ada,3,Layak
3.26,9037330,2,Tidak Ada,6,Tidak Layak
3.42,4094545,1,Ada,3,Layak
2.89,7290740,3,Ada,8,Layak
2.72,4072703,5,Ada,5,Layak
3.74,3505464,1,Tidak Ada,4,Layak
3.39,5517641,1,Tidak Ada,6,Tidak Layak
2.57,2126776,4,Tidak Ada,5,Layak
3.56,3050642,2,Tidak Ada,5,Layak
3.78,8726078,5,Ada,2,Layak
2.78,1864716,4,Tidak Ada,3,Layak
3.73,6770637,3,Ada,8,Layak
3.58,2810646,5,Tidak Ada,4,Layak
3.88,3514751,1,Tidak Ada,5,Layak
2.56,6752279,1,Tidak Ada,7,Tidak Layak
2.84,8122266,4,Ada,4,Tidak Layak
3.09,7016552,1,Ada,4,Layak
3.3,2036364,2,Ada,4,Layak
3.41,4119909,1,Ada,6,Layak
3.59,2490993,1,Tidak Ada,2,Layak
3.99,1762530,2,Ada,3,Layak
2.92,1717767,3,Tidak Ada,3,Layak
3.37,8763776,2,Ada,2,Layak
3.77,9983310,1,Ada,7,Layak
2.97,7901391,1,Tidak Ada,7,Tidak Layak
3.21,1569519,4,Ada,5,Layak
3.62,4479674,1,Ada,6,Layak
2.64,8869080,2,Tidak Ada,5,Tidak Layak
2.72,4373382,3,Tidak Ada,6,Tidak Layak
3.4,7351361,3,Ada,7,Layak
3.82,2246470,2,Ada,6,Layak
2.58,3418517,2,Ada,6,Layak
3.0,4929985,5,Ada,7,Layak
3.53,5517763,1,Ada,5,Layak
3.39,9732823,2,Ada,4,Tidak Layak
2.61,7863395,5,Ada,8,Layak
3.22,8600282,5,Ada,2,Layak
2.97,1856440,3,Tidak Ada,6,Layak
3.54,6229124,5,Ada,6,Layak
2.98,8581159,3,Tidak Ada,5,Tidak Layak
3.37,6973024,3,Ada,8,Layak
3.37,5097326,3,Ada,7,Layak
3.65,6357162,3,Ada,5,Layak
2.96,9677088,5,Tidak Ada,5,Tidak Layak
3.82,3064458,1,Ada,4,Layak
3.12,2486275,1,Tidak Ada,6,Layak
4.0,4894020,3,Ada,7,Layak
3.54,3099826,4,Tidak Ada,4,Layak
2.52,9920149,2,Tidak Ada,8,Tidak Layak
3.93,4073338,2,Tidak Ada,6,Layak
3.46,6363099,3,Ada,7,Layak
3.35,1927557,3,Ada,8,Layak
3.19,9267227,4,Ada,2,Tidak Layak
3.72,8531119,5,Ada,3,Layak
2.81,6698363,4,Ada,3,Layak
3.71,7750674,2,Ada,3,Layak
2.76,9484705,2,Ada,5,Tidak Layak
2.74,4152808,4,Ada,8,Layak
3.14,6277376,2,Ada,7,Layak
2.89,6256497,2,Tidak Ada,8,Tidak Layak
2.62,5417430,3,Tidak Ada,6,Tidak Layak
3.49,3605777,3,Ada,6,Layak
3.58,6776085,5,Tidak Ada,2,Tidak Layak
2.95,9523556,2,Ada,8,Tidak Layak
3.62,8599492,3,Ada,6,Layak
3.9,2780280,4,Tidak Ada,8,Layak
3.92,5515789,3,Tidak Ada,7,Layak
3.25,7267034,3,Ada,5,Layak
3.93,3035834,4,Ada,4,Layak
2.72,3021093,1,Tidak Ada,8,Tidak Layak
2.9,9911159,5,Ada,3,Tidak Layak
2.97,8039108,4,Tidak Ada,7,Tidak Layak
3.26,4301818,3,Tidak Ada,2,Tidak Layak
3.12,9274066,4,Tidak Ada,2,Tidak Layak
3.19,2878148,3,Tidak Ada,3,Layak
3.91,1738826,3,Ada,3,Layak
3.07,8784390,2,Tidak Ada,6,Tidak Layak
3.78,4189290,5,Tidak Ada,2,Layak
3.09,6870015,4,Tidak Ada,8,Tidak Layak
2.81,8202245,5,Ada,8,Layak
3.18,2489924,1,Tidak Ada,7,Layak
3.12,5083650,3,Tidak Ada,8,Tidak Layak
3.76,9699423,3,Tidak Ada,3,Tidak Layak
2.68,9751043,1,Tidak Ada,3,Tidak Layak
3.55,6642798,4,Tidak Ada,4,Tidak Layak
3.24,4416585,5,Tidak Ada,2,Layak
3.82,4269785,2,Ada,5,Layak
3.1,3597951,4,Tidak Ada,3,Layak
3.02,5275944,2,Tidak Ada,4,Tidak Layak
3.62,4288647,3,Ada,3,Layak
3.81,7659729,4,Tidak Ada,5,Tidak Layak
3.08,9776869,2,Ada,3,Tidak Layak
3.32,6219707,3,Ada,6,Layak
3.73,5703726,3,Tidak Ada,8,Layak
3.22,5371549,1,Ada,4,Layak
3.7,2048723,5,Tidak Ada,4,Layak
3.77,4385579,5,Tidak Ada,4,Layak
3.37,3377330,5,Ada,5,Layak
2.57,5647036,1,Ada,8,Layak
2.63,5742895,3,Tidak Ada,7,Tidak Layak
3.6,1664486,1,Ada,2,Layak
3.52,2235062,5,Ada,6,Layak
3.12,6372587,4,Ada,4,Layak
2.97,4298658,1,Tidak Ada,4,Tidak Layak
3.44,7041543,1,Tidak Ada,7,Tidak Layak
3.59,5195611,1,Ada,4,Layak
3.26,7725175,2,Tidak Ada,2,Tidak Layak
2.81,3966704,1,Tidak Ada,5,Tidak Layak
3.95,4503337,3,Ada,3,Layak
3.93,4775654,2,Ada,8,Layak
2.59,7425313,4,Ada,7,Layak
2.87,8324125,4,Ada,5,Tidak Layak
3.97,4291004,4,Ada,8,Layak
2.91,8156669,5,Tidak Ada,4,Tidak Layak
3.84,2912210,5,Tidak Ada,4,Layak
3.86,4174986,5,Ada,2,Layak
3.12,6810825,5,Ada,7,Layak
2.8,1797180,3,Ada,4,Layak
2.83,6532403,2,Ada,8,Layak
3.76,4930460,5,Ada,2,Layak
3.53,3966507,3,Tidak Ada,3,Layak
2.68,8964370,4,Ada,2,Tidak Layak
3.56,6059512,2,Tidak Ada,4,Tidak Layak
2.64,4495353,1,Ada,5,Layak
3.63,4286202,2,Ada,7,Layak
3.17,3149379,3,Tidak Ada,7,Layak
3.1,3892001,2,Tidak Ada,6,Tidak Layak
2.81,9939426,4,Tidak Ada,6,Tidak Layak
3.18,6095772,5,Tidak Ada,8,Tidak Layak
3.71,9724767,4,Tidak Ada,4,Tidak Layak
2.87,7579422,5,Tidak Ada,4,Tidak Layak
2.91,3171179,1,Ada,3,Layak
2.56,9824878,3,Tidak Ada,2,Tidak Layak
2.65,3611278,3,Ada,5,Layak
2.71,7867038,4,Ada,6,Tidak Layak
3.66,3111589,4,Ada,2,Layak
2.99,4500102,4,Tidak Ada,5,Tidak Layak
3.92,9186906,5,Ada,2,Layak
2.51,7240592,1,Tidak Ada,3,Tidak Layak
2.86,5762986,2,Ada,3,Layak
2.6,6825910,1,Tidak Ada,3,Tidak Layak
3.41,8485481,2,Ada,2,Layak
2.97,6737264,4,Ada,3,Layak
2.66,3953039,3,Ada,8,Layak
3.59,6931369,4,Tidak Ada,7,Tidak Layak
3.06,8705273,3,Tidak Ada,6,Tidak Layak
3.87,2277150,1,Tidak Ada,4,Layak
3.71,6972587,1,Tidak Ada,4,Tidak Layak
3.7,7355113,3,Ada,3,Layak
2.8,8623801,5,Tidak Ada,7,Tidak Layak
2.69,7198485,3,Tidak Ada,2,Tidak Layak
3.22,4224006,1,Tidak Ada,4,Tidak Layak
2.76,5471183,2,Ada,6,Layak
3.52,3970950,1,Tidak Ada,2,Tidak Layak
3.01,9815308,3,Tidak Ada,2,Tidak Layak
3.8,4298945,1,Tidak Ada,3,Layak
3.34,8116243,5,Ada,5,Layak
3.42,9251066,2,Tidak Ada,3,Tidak Layak
3.12,3357084,3,Tidak Ada,7,Layak
3.33,8584932,2,Tidak Ada,8,Tidak Layak
2.96,1529882,1,Ada,4,Layak
3.51,7711715,3,Tidak Ada,4,Tidak Layak
2.77,6097577,2,Tidak Ada,7,Tidak Layak
3.1,8982426,5,Ada,3,Layak
3.24,3530888,1,Ada,7,Layak
3.04,7888406,3,Tidak Ada,4,Tidak Layak
3.98,9142897,2,Tidak Ada,4,Tidak Layak
2.95,7401179,1,Tidak Ada,2,Tidak Layak
2.85,1697170,3,Ada,2,Layak
3.8,8999455,1,Ada,4,Layak
2.84,4065513,4,Ada,8,Layak
2.81,4201433,4,Tidak Ada,8,Tidak Layak
3.81,3471472,2,Ada,3,Layak
2.81,2694447,5,Ada,4,Layak
3.53,6461826,1,Tidak Ada,6,Tidak Layak
3.07,1549892,2,Tidak Ada,2,Layak
2.69,4618113,2,Tidak Ada,5,Tidak Layak
3.97,4792239,5,Ada,5,Layak
3.6,4320377,3,Tidak Ada,8,Layak
2.94,2287001,5,Tidak Ada,3,Layak
2.65,2752825,3,Ada,3,Layak
3.96,7992922,4,Ada,6,Layak
3.29,1637980,5,Tidak Ada,7,Layak
3.16,2324765,4,Tidak Ada,3,Layak
2.51,8202705,2,Ada,7,Tidak Layak
3.0,7698980,3,Ada,6,Layak
3.39,2049666,4,Ada,5,Layak
3.7,7105085,2,Tidak Ada,5,Tidak Layak
2.87,3559417,1,Tidak Ada,8,Tidak Layak
3.42,3942367,5,Tidak Ada,7,Layak
2.78,4039065,4,Tidak Ada,8,Tidak Layak
3.73,5231622,4,Tidak Ada,6,Layak
3.42,4587686,4,Tidak Ada,3,Layak
2.66,5572476,2,Ada,2,Layak
3.47,9759282,1,Ada,6,Tidak Layak
2.54,8810982,3,Ada,7,Tidak Layak
3.38,5611932,2,Tidak Ada,6,Tidak Layak
3.85,9437108,2,Tidak Ada,3,Tidak Layak
3.68,9492388,5,Ada,5,Layak
3.76,3677890,5,Tidak Ada,7,Layak
2.54,3240584,5,Ada,3,Layak
2.89,8567263,5,Tidak Ada,2,Tidak Layak
2.8,5651538,3,Tidak Ada,8,Tidak Layak
3.69,2321929,3,Tidak Ada,3,Layak
2.54,3527842,2,Tidak Ada,8,Tidak Layak
3.07,3806648,3,Tidak Ada,5,Tidak Layak
2.59,6041912,1,Tidak Ada,6,Tidak Layak
2.6,6180018,5,Tidak Ada,5,Tidak Layak
3.34,6972295,5,Tidak Ada,6,Tidak Layak
3.15,4301329,5,Ada,5,Layak
3.91,8723153,5,Ada,3,Layak
3.73,1973818,2,Ada,2,Layak
3.63,4731365,4,Tidak Ada,8,Layak
2.65,9693421,3,Tidak Ada,2,Tidak Layak
3.23,5160880,4,Tidak Ada,7,Tidak Layak
3.02,8062344,5,Ada,7,Layak
3.29,2329119,1,Tidak Ada,5,Layak
2.52,6542596,5,Tidak Ada,3,Tidak Layak
3.48,4945083,1,Tidak Ada,8,Tidak Layak
2.67,1849760,5,Tidak Ada,8,Layak
3.1,7327278,2,Ada,3,Layak
3.08,1512938,3,Tidak Ada,4,Layak
2.74,5114962,2,Ada,6,Layak
3.38,2685622,4,Ada,7,Layak
3.34,6699039,5,Ada,5,Layak
2.64,3846118,5,Tidak Ada,4,Tidak Layak
3.62,5706330,4,Tidak Ada,4,Layak
2.91,4054293,2,Ada,6,Layak
3.77,5356397,5,Tidak Ada,7,Layak
2.51,1787249,4,Tidak Ada,4,Layak
3.17,2270802,4,Ada,4,Layak
3.18,4519579,2,Tidak Ada,8,Tidak Layak
3.66,3092063,3,Tidak Ada,2,Layak
2.72,8012324,4,Tidak Ada,5,Tidak Layak
2.84,6306085,3,Tidak Ada,5,Tidak Layak
2.9,7871332,5,Tidak Ada,2,Tidak Layak
2.55,9300757,3,Ada,2,Tidak Layak
3.79,3914551,4,Tidak Ada,6,Layak
3.18,6412894,3,Tidak Ada,8,Tidak Layak
2.61,6748794,5,Ada,2,Layak
3.31,9027467,1,Tidak Ada,7,Tidak Layak
3.79,2738669,1,Tidak Ada,3,Layak
3.51,8928951,1,Ada,4,Layak
3.16,8871191,1,Tidak Ada,4,Tidak Layak
3.77,4296175,5,Ada,6,Layak
3.85,5159248,3,Ada,7,Layak
2.65,2588894,3,Ada,4,Layak
2.52,7423808,4,Tidak Ada,5,Tidak Layak
2.58,8225311,3,Ada,7,Tidak Layak
2.63,8607936,2,Ada,8,Tidak Layak
3.93,8900236,5,Tidak Ada,2,Tidak Layak
3.13,1910275,5,Ada,5,Layak
2.71,6285613,2,Tidak Ada,5,Tidak Layak
3.72,2268976,5,Ada,7,Layak
2.78,7645779,2,Tidak Ada,6,Tidak Layak
2.71,9806946,4,Ada,8,Tidak Layak
3.41,6684975,2,Tidak Ada,6,Tidak Layak
3.54,9284197,5,Ada,6,Layak
3.04,6031536,5,Ada,3,Layak
3.18,8905382,2,Ada,6,Tidak Layak
2.72,7618225,3,Tidak Ada,8,Tidak Layak
3.77,5162667,5,Ada,7,Layak
2.66,1956195,5,Ada,6,Layak
3.45,6473198,5,Ada,2,Layak
3.11,5201339,5,Tidak Ada,5,Tidak Layak
3.93,8101568,4,Ada,7,Layak
3.71,6150215,4,Tidak Ada,5,Layak
3.7,9912054,4,Ada,5,Layak
3.95,6622028,3,Tidak Ada,2,Tidak Layak
3.12,4263049,4,Tidak Ada,8,Layak
3.03,1876924,1,Ada,5,Layak
3.85,2570648,4,Ada,4,Layak
3.31,6093577,4,Ada,6,Layak
3.17,5688136,4,Tidak Ada,2,Tidak Layak
3.08,8847075,2,Tidak Ada,4,Tidak Layak
4.0,9359498,5,Tidak Ada,5,Tidak Layak
3.02,5625339,2,Tidak Ada,4,Tidak Layak
2.97,3419587,1,Ada,8,Layak
2.71,6139848,1,Ada,8,Layak
3.51,3653883,3,Tidak Ada,5,Layak
3.4,5179020,3,Ada,6,Layak
2.6,5748949,1,Ada,8,Layak
3.13,9476726,2,Tidak Ada,5,Tidak Layak
3.23,8930037,3,Ada,2,Tidak Layak
2.73,2199438,5,Ada,2,Layak
3.36,3788786,4,Tidak Ada,4,Layak
3.27,5553492,5,Ada,5,Layak
2.77,8769122,3,Tidak Ada,5,Tidak Layak
3.75,8849336,4,Tidak Ada,8,Tidak Layak
3.15,9245769,5,Ada,7,Layak
3.11,2061133,3,Ada,4,Layak
3.92,5659962,3,Ada,3,Layak
3.74,2195519,5,Tidak Ada,6,Layak
3.33,2810704,2,Tidak Ada,6,Layak
3.89,7896153,4,Ada,4,Layak
3.65,6721995,4,Tidak Ada,3,Tidak Layak
3.06,3263190,2,Tidak Ada,3,Tidak Layak
3.82,2058114,3,Tidak Ada,4,Layak
2.55,9585491,3,Tidak Ada,7,Tidak Layak
3.34,8803950,2,Tidak Ada,4,Tidak Layak
3.92,4596750,4,Ada,3,Layak
2.55,7017263,2,Ada,5,Tidak Layak
2.72,3234802,5,Ada,5,Layak
4.0,3274474,1,Tidak Ada,3,Layak
3.38,1884533,5,Ada,3,Layak
3.29,5978633,1,Tidak Ada,3,Tidak Layak
2.52,2748720,2,Ada,8,Layak
3.38,8444075,3,Ada,5,Layak
3.02,5429301,4,Ada,6,Layak
3.62,7470653,3,Tidak Ada,6,Tidak Layak
3.71,3369883,2,Tidak Ada,6,Layak
3.61,7837479,1,Tidak Ada,6,Tidak Layak
2.89,4724400,5,Tidak Ada,8,Tidak Layak
3.59,6638717,4,Tidak Ada,5,Tidak Layak
3.44,8599312,4,Tidak Ada,3,Tidak Layak
2.93,2823020,3,Tidak Ada,3,Layak
2.88,5977375,4,Tidak Ada,2,Tidak Layak
3.97,3506811,2,Ada,4,Layak
2.63,5408308,4,Ada,8,Layak
2.92,5457874,4,Tidak Ada,2,Tidak Layak
2.72,2593956,3,Ada,8,Layak
3.56,9359371,5,Tidak Ada,7,Tidak Layak
3.67,1772667,3,Tidak Ada,3,Layak
2.82,7198238,1,Tidak Ada,8,Tidak Layak
2.53,7187453,4,Ada,2,Tidak Layak
2.87,3807306,5,Ada,6,Layak
2.69,2022797,1,Ada,8,Layak
2.88,8060230,3,Tidak Ada,7,Tidak Layak
3.12,8675173,5,Tidak Ada,3,Tidak Layak
2.67,6757901,4,Ada,3,Layak
3.72,2647417,5,Ada,6,Layak
3.35,3575414,5,Tidak Ada,4,Layak
2.78,2814530,2,Ada,2,Layak
3.26,9180223,4,Tidak Ada,3,Tidak Layak
3.25,8137056,2,Ada,6,Layak
3.65,3440711,4,Ada,3,Layak
3.33,7998391,4,Tidak Ada,7,Tidak Layak
3.65,7713415,2,Tidak Ada,6,Tidak Layak
3.41,6415782,3,Tidak Ada,7,Tidak Layak
3.43,7190912,4,Tidak Ada,6,Tidak Layak
3.64,8131430,3,Ada,6,Layak
3.44,4537253,2,Tidak Ada,4,Tidak Layak
3.08,5061669,1,Ada,4,Layak
3.12,8655738,2,Ada,6,Tidak Layak
2.56,7504327,5,Ada,2,Tidak Layak
3.36,6787267,5,Ada,3,Layak
2.53,9308516,3,Tidak Ada,3,Tidak Layak
3.99,2658175,5,Tidak Ada,6,Layak
3.29,3868524,1,Ada,5,Layak
3.16,1821243,1,Tidak Ada,8,Layak
2.86,8517191,4,Tidak Ada,4,Tidak Layak
3.54,1630878,3,Tidak Ada,6,Layak
3.54,4393713,3,Ada,6,Layak
2.84,4843473,5,Ada,4,Layak
3.34,7865898,3,Ada,3,Layak
3.87,8349502,5,Tidak Ada,2,Tidak Layak
3.9,5200568,1,Ada,7,Layak
3.32,4689291,2,Tidak Ada,7,Tidak Layak
2.59,5316707,4,Tidak Ada,3,Tidak Layak
2.76,6374807,4,Ada,5,Layak
2.71,9093832,1,Ada,6,Tidak Layak
3.92,9241368,2,Ada,7,Layak
3.67,8075699,2,Ada,4,Layak
3.81,9324641,2,Tidak Ada,7,Tidak Layak
3.22,6038847,4,Ada,6,Layak
3.36,9804932,1,Tidak Ada,2,Tidak Layak
2.74,3998544,2,Ada,7,Layak
2.75,7646685,4,Ada,5,Layak
3.13,3827654,2,Tidak Ada,8,Tidak Layak
2.81,1812499,5,Tidak Ada,2,Layak
2.97,7615790,4,Tidak Ada,2,Tidak Layak
3.8,8078518,5,Ada,4,Layak
3.67,6311102,5,Tidak Ada,3,Layak
3.37,6254895,5,Ada,3,Layak
3.35,2019676,4,Tidak Ada,3,Layak
3.34,5963593,4,Ada,8,Layak
3.46,5661460,1,Ada,6,Layak
3.71,3006440,3,Ada,2,Layak
3.52,8121504,5,Tidak Ada,2,Tidak Layak
3.33,4167107,4,Tidak Ada,6,Layak
3.47,4880635,5,Ada,2,Layak
3.47,4620847,2,Ada,8,Layak
2.52,6631131,3,Tidak Ada,3,Tidak Layak
3.27,8486658,1,Ada,4,Tidak Layak
3.52,2082787,4,Tidak Ada,8,Layak
3.27,7117492,5,Ada,6,Layak
3.34,3430719,5,Tidak Ada,8,Layak
2.88,4013614,2,Tidak Ada,2,Tidak Layak
3.3,1950067,1,Ada,6,Layak
3.37,7961029,1,Ada,4,Layak
2.58,2659149,3,Tidak Ada,4,Tidak Layak
3.43,5713085,3,Ada,3,Layak
2.91,3441042,4,Ada,5,Layak
2.96,7857722,1,Tidak Ada,5,Tidak Layak
3.71,5357469,5,Ada,3,Layak
2.92,4154965,3,Ada,6,Layak
3.18,4972108,2,Tidak Ada,7,Tidak Layak
3.77,7268076,4,Tidak Ada,2,Tidak Layak
2.72,1712628,2,Tidak Ada,5,Tidak Layak
3.5,8143509,2,Ada,7,Layak
3.15,6271873,2,Tidak Ada,8,Tidak Layak
2.67,6123527,1,Ada,3,Tidak Layak
3.91,2324726,3,Ada,8,Layak
3.78,7710239,4,Tidak Ada,8,Tidak Layak
3.74,6318060,4,Ada,4,Layak
2.7,4113456,3,Ada,6,Layak
2.66,2108919,2,Tidak Ada,5,Tidak Layak
3.64,7424216,5,Ada,7,Layak
3.2,8585282,1,Ada,3,Tidak Layak
3.6,1615064,5,Tidak Ada,6,Layak
3.7,4558321,5,Tidak Ada,3,Layak
3.55,7947726,5,Ada,5,Layak
2.93,2838618,4,Tidak Ada,7,Layak
3.69,1907650,2,Ada,7,Layak
3.03,5115383,1,Ada,2,Layak
